,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
3820,盗墓OL-精绝女王,0.0,0,0.0,Games,339.4,Free,Games,Free
3821,Doc McStuffins Pet Vet,1.99,70,3.0,Entertainment,610.0,Paid,Entertainment,$1-3
3822,Fishing Break,0.0,2088,4.5,Games,578.3,Free,Games,Free
3823,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,2.99,124,4.5,Games,640.9,Paid,Games,$1-3
3824,Equipd Bible,2.99,94,4.5,Productivity,135.1,Paid,Productivity,$1-3
3825,Private School Days,4.99,99,4.0,Games,55.4,Paid,Games,$4-5
3826,恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,0.0,0,0.0,Book,23.5,Free,Education,Free
3827,Fetty Wap: Nitro Nation Stories,0.0,2005,4.5,Games,1027.9,Free,Games,Free
3828,Scrubby Dubby Saga,0.0,3874,4.5,Games,112.1,Free,Games,Free
3829,Chain: Collaborate On MyVideo Story/Group Video,0.0,35,4.5,Social Networking,95.8,Free,Entertainment,Free
3830,Face on Face,0.99,0,0.0,Entertainment,1.7,Paid,Entertainment,<$1
3831,Kick Hero,0.0,733,4.5,Games,107.5,Free,Games,Free
3832,Path of War,0.0,377,4.5,Games,88.4,Free,Games,Free
3833,Blink Health,0.0,1198,5.0,Medical,38.1,Free,Health & Fitness,Free
3834,Clouds & Sheep 2 Premium,3.99,1,4.0,Games,299.4,Paid,Games,$3-4
3835,Dawnbringer,0.0,238,3.5,Games,799.1,Free,Games,Free
3836,Honest App: Shop baby & diaper products,0.0,3173,5.0,Shopping,121.7,Free,Other,Free
3837,街机游戏厅 - 电玩游戏合集火爆改版,0.99,0,0.0,Games,256.0,Paid,Games,<$1
3838,乐享动-有运动音乐推荐的计步器,0.0,0,0.0,Health & Fitness,104.7,Free,Health & Fitness,Free
3839,"It Girl Story - Styling, Fashion & Celebrity Life",0.0,3537,4.5,Games,931.6,Free,Games,Free
3840,Circle Boom,0.0,7,1.5,Games,14.5,Free,Games,Free
3841,Donut vs Donut,0.99,16,4.5,Games,86.0,Paid,Games,<$1
3842,KORG iDS-10,19.99,52,4.0,Music,88.1,Paid,Other,$10-20
3843,Swapperoo,1.99,361,4.0,Games,24.2,Paid,Games,$1-3
3844,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),0.0,3,3.5,Games,55.0,Free,Games,Free
3845,Wonder Tactics,0.0,730,4.5,Games,653.0,Free,Games,Free
3846,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,0.0,0,0.0,Book,51.5,Free,Education,Free
3847,闇金クリッカー,0.0,0,0.0,Games,42.0,Free,Games,Free
3848,Special Air Wing - Flight Simulator,2.99,138,4.0,Games,250.7,Paid,Games,$1-3
3849,King Tongue,1.99,255,4.5,Games,422.0,Paid,Games,$1-3
3850,Butt Sworkit - Free Workout Trainer to tone & lift,0.0,960,5.0,Health & Fitness,58.6,Free,Health & Fitness,Free
3851,Rapala Fishing - Daily Catch,0.0,1666,4.5,Games,201.3,Free,Games,Free
3852,Recontact: Istanbul,0.99,14,3.5,Games,289.1,Paid,Games,<$1
3853,Plants vs. Zombies™ Heroes,0.0,16305,4.5,Games,154.0,Free,Games,Free
3854,Dr. Panda's Carnival,2.99,49,3.5,Education,245.2,Paid,Education,$1-3
3855,腾讯WiFi管家-手机安全免费WiFi,0.0,8,4.0,Utilities,32.0,Free,Utilities,Free
3856,Find–the–Line,2.99,181,4.5,Games,458.3,Paid,Games,$1-3
3857,Moto x3m,0.99,53,4.5,Games,57.7,Paid,Games,<$1
3858,PAC-MAN Bounce - Puzzle Adventure,0.0,392,4.0,Games,359.4,Free,Games,Free
3859,The Everything Machine by Tinybop,2.99,141,4.0,Education,227.0,Paid,Education,$1-3
3860,The Earth by Tinybop,2.99,173,4.0,Education,491.7,Paid,Education,$1-3
3861,Oddworld: Munch's Oddysee,2.99,200,4.5,Games,712.3,Paid,Games,$1-3
3862,Star Trek Timelines,0.0,4721,4.0,Games,161.2,Free,Games,Free
3863,Minecraft: Story Mode,0.0,20621,4.0,Games,1089.2,Free,Games,Free
3864,Thumb Drift - Furious One Touch Car Racing,0.0,6051,4.5,Games,184.1,Free,Games,Free
3865,Picolo drinking game,0.0,227,5.0,Entertainment,35.6,Free,Entertainment,Free
3866,Deliveroo: Restaurant Delivery - Order Food Nearby,0.0,1702,4.5,Food & Drink,62.7,Free,Other,Free
3867,Craft The World - Episodes Edition,0.99,4,5.0,Games,222.3,Paid,Games,<$1
3868,Abzorb,2.99,76,3.5,Games,57.8,Paid,Games,$1-3
3869,Hit the Button Math,2.99,1,5.0,Education,13.3,Paid,Education,$1-3
3870,Supermarket Girl - Shopping Fun!,0.0,1354,4.5,Games,91.5,Free,Games,Free
3871,Super Stickman Golf 3,0.0,1593,4.5,Games,132.2,Free,Games,Free
3872,Pixel Dungeon,2.99,152,4.5,Games,48.0,Paid,Games,$1-3
3873,Ookujira - Giant Whale Rampage,0.0,878,4.5,Games,48.0,Free,Games,Free
3874,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,0.0,0,0.0,Games,223.0,Free,Games,Free
3875,PAC-MAN 256 - Endless Arcade Maze,0.0,23015,4.5,Games,145.4,Free,Games,Free
3876,Little Farmers - Tractors and Harvesters for Kids,1.99,29,3.0,Education,286.9,Paid,Education,$1-3
3877,转转-更专业的二手闲置交易平台,0.0,23,2.5,Shopping,78.6,Free,Other,Free
3878,"S, - Puzzle Game With Create Level Feature",0.0,0,0.0,Games,28.3,Free,Games,Free
3879,Project Color™ by The Home Depot,0.0,490,2.5,Lifestyle,47.8,Free,Other,Free
3880,"Please, Don't Touch Anything",4.99,379,4.0,Games,57.0,Paid,Games,$4-5
3881,Trivia Crack Kingdoms,0.0,3250,4.0,Games,237.3,Free,Games,Free
3882,Proton Pulse for Google Cardboard,2.99,32,4.5,Games,194.5,Paid,Games,$1-3
3883,Baseball Highlights 2045,3.99,278,4.5,Games,135.4,Paid,Games,$3-4
3884,BLEACH Brave Souls,0.0,4815,4.5,Games,181.8,Free,Games,Free
3885,Fancy Makeup Shop - Brush & Blush,0.0,425,4.0,Games,106.1,Free,Games,Free
3886,Bridge Rider,0.0,25,4.0,Games,99.5,Free,Games,Free
3887,Double Juggle,0.0,1105,4.5,Games,102.6,Free,Games,Free
3888,Ellipsis - Touch. Explore. Survive.,4.99,23,4.5,Games,144.3,Paid,Games,$4-5
3889,Auto Warriors - Tactical Car Combat,0.0,352,4.0,Games,1107.0,Free,Games,Free
3890,Animal Jam - Play Wild!,0.0,26990,4.5,Games,620.3,Free,Games,Free
3891,Ultimate Wolf Simulator,0.99,2737,4.5,Games,138.5,Paid,Games,<$1
3892,VPN Express,0.0,14,4.5,Reference,10.6,Free,Education,Free
3893,TexMoji,1.99,628,2.0,Utilities,11.4,Paid,Utilities,$1-3
3894,The Cat in the Hat - Read & Learn - Dr. Seuss,3.99,43,4.5,Book,48.6,Paid,Education,$3-4
3895,Brain Dots - Draw and solve! Brain Training Game,0.0,5469,4.5,Games,53.4,Free,Games,Free
3896,Olympus Rising,0.0,7072,4.5,Games,126.6,Free,Games,Free
3897,Mikey Jumps,0.0,148,4.0,Games,46.8,Free,Games,Free
3898,Sky Viper Video Viewer,0.0,105,3.0,Entertainment,232.9,Free,Entertainment,Free
3899,お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,0.0,0,0.0,Catalogs,16.0,Free,Other,Free
3900,一起作业学生端-中小学霸口袋学习辅导助手,0.0,91,4.0,Education,63.4,Free,Education,Free
3901,The 7 Second Challenge,1.99,1838,5.0,Games,40.5,Paid,Games,$1-3
3902,Mon Espace - Pôle emploi,0.0,11,5.0,Business,111.5,Free,Productivity,Free
3903,DragonBox Numbers,7.99,26,5.0,Education,347.0,Paid,Education,$5-10
3904,Army of Heroes,0.0,1235,4.5,Games,153.1,Free,Games,Free
3905,Human Resource Machine,4.99,497,4.5,Games,68.7,Paid,Games,$4-5
3906,Oops You Died,0.0,54,4.5,Games,338.0,Free,Games,Free
3907,FUT Wager,1.99,33,3.5,Sports,43.3,Paid,Entertainment,$1-3
3908,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,3.99,448,2.0,Health & Fitness,15.5,Paid,Health & Fitness,$3-4
3909,Frozen Frenzy Mania: Challenging Match 3 Games,0.0,4104,4.5,Games,296.8,Free,Games,Free
3910,Trick Pix - Magic & Prank Camera,1.99,13,3.0,Entertainment,17.8,Paid,Entertainment,$1-3
3911,Glowing Snake King - Anaconda Diep War Battle Game,0.0,2554,4.5,Games,29.1,Free,Games,Free
3912,The Battle of Polytopia,0.0,3757,4.5,Games,36.2,Free,Games,Free
3913,Youtubers Life - Gaming Channel,8.99,451,4.0,Games,910.7,Paid,Games,$5-10
3914,Soda Dungeon,0.0,5717,4.5,Games,74.7,Free,Games,Free
3915,奇幻射击2,0.99,0,0.0,Games,238.6,Paid,Games,<$1
3916,Ice Queen Prom Salon: Princess Makeover Girls Game,1.99,11,3.5,Games,73.7,Paid,Games,$1-3
3917,Dear Diary - Interactive Story,0.0,8922,4.5,Games,74.4,Free,Games,Free
3918,Ear Age Diagnosis,0.0,0,0.0,Games,5.1,Free,Games,Free
3919,Spellbinders,0.0,1245,4.0,Games,152.7,Free,Games,Free
3920,BADLAND 2,3.99,898,4.5,Games,124.4,Paid,Games,$3-4
3921,LEGO® NEXO KNIGHTS™ : MERLOK 2.0,0.0,837,4.0,Games,576.8,Free,Games,Free
3922,The Game - Play ... as long as you can!,2.99,41,4.5,Games,52.7,Paid,Games,$1-3
3923,Athletics 2: Summer Sports,1.99,333,4.5,Games,243.6,Paid,Games,$1-3
3924,Mix+Smash: Marvel Super Hero Mashers,0.0,1050,4.5,Entertainment,484.9,Free,Entertainment,Free
3925,VOEZ,0.0,2508,4.5,Games,299.9,Free,Games,Free
3926,Toy Blocks Game for Brain Traning -TSUMIKI-,0.0,0,0.0,Games,97.4,Free,Games,Free
3927,Fieldrunners Attack!,0.0,1984,3.5,Games,276.5,Free,Games,Free
3928,Capital One CreditWise - Credit score and report,0.0,1019,4.5,Finance,64.7,Free,Utilities,Free
3929,Lost Frontier,2.99,153,4.0,Games,159.9,Paid,Games,$1-3
3930,Hungry Babies Mania,0.0,7075,4.5,Games,207.5,Free,Games,Free
3931,"Whink - Note taking, Annotate & Record Lectures",4.99,110,4.0,Productivity,76.4,Paid,Productivity,$4-5
3932,暴打三国志-经典RPG角色扮演动作卡牌策略手游,0.0,0,0.0,Games,134.1,Free,Games,Free
3933,多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,0.0,0,0.0,Games,82.0,Free,Games,Free
3934,RollerCoaster Tycoon® 3,4.99,1334,4.0,Games,701.6,Paid,Games,$4-5
3935,Shadow Bug,3.99,978,4.5,Games,246.2,Paid,Games,$3-4
3936,Bullet Force,0.0,9289,4.5,Games,501.0,Free,Games,Free
3937,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,0.0,1,4.0,Games,512.0,Free,Games,Free
3938,Futurama: Game of Drones,0.0,8394,4.5,Games,385.7,Free,Games,Free
3939,Vault!,0.0,1203,4.5,Games,135.6,Free,Games,Free
3940,FreeVRPlayer,0.0,134,2.5,Photo & Video,7.9,Free,Photo & Video,Free
3941,Peppa Pig: Golden Boots,2.99,28,3.5,Education,986.3,Paid,Education,$1-3
3942,Colorfy: Coloring Book for Adults,0.0,247809,4.5,Entertainment,124.2,Free,Entertainment,Free
3943,Snapimals: Discover & Snap Amazing & Cute Animals!,0.0,11060,4.5,Games,221.3,Free,Games,Free
3944,一言-记录字句，发现共鸣,0.99,0,0.0,Social Networking,32.1,Paid,Entertainment,<$1
3945,空格－更优秀的个人技能交易平台,0.0,0,0.0,Lifestyle,46.2,Free,Other,Free
3946,Battlevoid: Harbinger,0.99,374,4.5,Games,108.2,Paid,Games,<$1
3947,Stickman Football,0.0,429,4.0,Games,47.7,Free,Games,Free
3948,Syberia 2 (FULL),4.99,58,4.0,Games,1563.7,Paid,Games,$4-5
3949,World Chef: Restaurant & Cooking Game,0.0,29886,4.5,Games,136.4,Free,Games,Free
3950,Dream League Soccer 2017,0.0,66004,4.5,Games,359.7,Free,Games,Free
3951,My Singing Monsters: Dawn of Fire,0.0,7749,4.5,Games,149.6,Free,Games,Free
3952,GIPHY KEYS. The GIF Keyboard,0.0,138,3.5,Utilities,51.1,Free,Utilities,Free
3953,Ultimate Shark Simulator,0.99,256,4.0,Games,143.1,Paid,Games,<$1
3954,Ultimate Lion Simulator,0.99,763,4.5,Games,149.8,Paid,Games,<$1
3955,Ultimate Dinosaur Simulator,0.99,1079,3.5,Games,153.8,Paid,Games,<$1
3956,Design Home,0.0,23298,4.5,Games,173.6,Free,Games,Free
3957,Ultimate Horse Simulator,0.99,958,4.5,Games,153.8,Paid,Games,<$1
3958,Ultimate Dragon Simulator,0.99,806,4.5,Games,157.5,Paid,Games,<$1
3959,BestieBox,0.0,0,0.0,Social Networking,48.3,Free,Entertainment,Free
3960,The Abandoned,1.99,26,4.5,Games,254.5,Paid,Games,$1-3
3961,NOISE,0.0,355,3.0,Music,99.4,Free,Other,Free
3962,Splash Pop,0.0,63,4.0,Games,291.7,Free,Games,Free
3963,WSwitch for Belkin WeMo,1.99,138,2.5,Utilities,4.7,Paid,Utilities,$1-3
3964,QB Hero,0.0,304,4.5,Games,29.6,Free,Games,Free
3965,Green Eggs and Ham - Read & Learn - Dr. Seuss,3.99,207,5.0,Book,46.5,Paid,Education,$3-4
3966,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,1.99,82,4.5,Book,40.6,Paid,Education,$1-3
3967,Disney Jigsaw Puzzles!,0.0,1546,4.5,Games,107.6,Free,Games,Free
3968,Spanish SOLO: Learn Spanish With Lessons On The Go,0.0,275,4.5,Education,75.8,Free,Education,Free
3969,9回裏だけ甲子園,0.0,0,0.0,Games,31.1,Free,Games,Free
3970,ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,0.0,0,0.0,Games,49.2,Free,Games,Free
3971,激ムズ！ねこ階段,0.0,1,5.0,Entertainment,123.6,Free,Entertainment,Free
3972,Tap Quest : Gate Keeper,0.0,1252,4.5,Games,172.1,Free,Games,Free
3973,Give It Up! 2,0.0,453,4.0,Games,165.9,Free,Games,Free
3974,Would You Rather?,0.0,6479,4.5,Games,33.0,Free,Games,Free
3975,GYMONDO – Fitness Training für Zuhause,0.0,0,0.0,Health & Fitness,133.1,Free,Health & Fitness,Free
3976,【明星恋爱】偶像之路TIME TO STAR,0.99,12,5.0,Games,201.4,Paid,Games,<$1
3977,AGT: America's Got Talent Official App on NBC,0.0,367,3.0,Entertainment,24.9,Free,Entertainment,Free
3978,Digit: Save Money Without Thinking About It,0.0,1506,3.5,Finance,68.5,Free,Utilities,Free
3979,Precision Ukulele Tuner - with Chords & Metronome,1.99,105,4.5,Music,49.0,Paid,Other,$1-3
3980,Sputnik Eyes,1.99,309,4.0,Games,65.6,Paid,Games,$1-3
3981,Sideline - 2nd Phone Number,0.0,7907,4.5,Business,133.3,Free,Productivity,Free
3982,Bakery Story 2,0.0,5753,4.0,Games,173.9,Free,Games,Free
3983,METAL SLUG ATTACK,0.0,1324,4.5,Games,106.1,Free,Games,Free
3984,Zen Brush 2,2.99,114,4.5,Entertainment,69.1,Paid,Entertainment,$1-3
3985,Don't Starve: Pocket Edition,4.99,3742,4.0,Games,403.6,Paid,Games,$4-5
3986,口袋苍穹-首日送萧炎，重返斗气大陆,0.0,0,0.0,Games,156.0,Free,Games,Free
3987,全民坦克联盟—坦克帝国官方正版,0.0,7,4.5,Games,124.5,Free,Games,Free
3988,Cat Kitty Kitten Coloring Pages - Free Girl Games,0.0,10278,4.5,Games,39.4,Free,Games,Free
3989,Tropical Wars - Pirate Battles,0.0,1465,4.5,Games,110.9,Free,Games,Free
3990,网商银行,0.0,0,0.0,Finance,107.3,Free,Utilities,Free
3991,Video Smith - A Powerful video editing tool set,0.0,1,5.0,Photo & Video,39.1,Free,Photo & Video,Free
3992,_PRISM,2.99,648,4.5,Games,400.2,Paid,Games,$1-3
3993,Hoodclips,0.0,346,4.0,Entertainment,15.9,Free,Entertainment,Free
3994,Star Cheerleader - High School Tryouts,0.0,263,4.0,Games,222.5,Free,Games,Free
3995,Heroki,4.99,225,4.0,Games,373.1,Paid,Games,$4-5
3996,KSI Unleashed,0.0,854,5.0,Games,456.9,Free,Games,Free
3997,Peanuts: Snoopy's Town Tale,0.0,4260,3.5,Games,95.8,Free,Games,Free
3998,SelfieCity,0.0,252,5.0,Photo & Video,71.8,Free,Photo & Video,Free
3999,Fontmania - Add Artworks & Text to Your Photos!,4.99,1249,4.5,Photo & Video,37.8,Paid,Photo & Video,$4-5
4000,Sago Mini Trucks and Diggers,2.99,37,4.0,Education,109.9,Paid,Education,$1-3
4001,Monkey Preschool Animals,2.99,5,4.5,Education,126.6,Paid,Education,$1-3
4002,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,0.0,199,4.0,Games,295.7,Free,Games,Free
4003,操作しやすいナンプレ！目に優しい パズルゲーム 800問,0.0,0,0.0,Games,65.7,Free,Games,Free
4004,Pokémon Shuffle Mobile,0.0,5805,4.5,Games,106.1,Free,Games,Free
